SMILES,Shifts,Atom#,Solvent
C(C(F)(F)[H])(C([H])([H])[H])(C([H])([H])F)F,"['-237.7', '-173.1', '-139.0', '-132.6']","[['12'], ['5'], ['8'], ['7']]",CCl4
C(C(F)(F)F)(C([H])(F)F)(C([H])([H])F)[H],"['-243.5', '-124.0', '-66.7']","[['12'], ['10', '11'], ['6', '7', '8']]",CCl4
C(C(F)(F)[H])(C([H])([H])F)(C([H])([H])F)F,"['-245.2', '-187.3', '-136.2']","[['9', '12'], ['5'], ['7', '8']]",CCl4
C(C(F)([H])[H])(C(F)([H])[H])(C(F)([H])[H])F,"['-240.6', '-181.9']","[['6', '9', '12'], ['5']]",CCl4
C1(=C(C(=C(C(=C1[H])OC([H])([H])[H])F)[H])F)OC([H])([H])[H],['-141.9'],"[['9', '12']]",CDCl3
C1(=C(C(=C(C(=C1[H])O[H])F)[H])F)O[H],['-145.61'],"[['9', '12']]",CDCl3
C1(=C(C(=C(C(=C1[H])O[H])F)[H])[H])O[H],['-150.6'],[['9']],CDCl3
C1(=C(C(=C(C(=C1[H])OC([H])([H])[H])C(F)(F)F)[H])[H])OC([H])([H])[H],['-61.56'],"[['12', '13', '14']]",CDCl3
C1(=C(C(=C(C(=C1[H])O[H])C(F)(F)F)[H])[H])O[H],['-60.99'],"[['12', '13', '14']]",CDCl3
C1(=C(C(=C(C(=C1[H])N([H])[H])F)[H])[H])N([H])[H],['-106.5'],[['9']],CDCl3
N(F)(F)Cl,['137.6'],"[['2', '3']]",Unreported
C(C(=O)N(F)F)([H])([H])[H],['27.3'],"[['5', '6']]",Unreported
C(C(N(F)F)(C([H])([H])[H])C#N)([H])([H])[H],['38.6'],"[['5', '6']]",Unreported
C(N(F)F)(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],['25.5'],"[['6', '7']]",Unreported
C(N(F)F)(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H],['31.3'],"[['6', '7']]",Unreported
C1(N(C(N(C(N1F)(F)F)F)(F)F)F)(F)F,"['-92.3', '-91.3']","[['10', '11', '12', '13', '14', '15'], ['7', '8', '9']]",Unreported
C(C(C(SC1=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])[H])([H])[H])=O)(F)(F)F,['-76.5'],"[['13', '14', '15']]",CDCl3
C(C(C(OC1=C(C(=C(C(=C1[H])[H])C#N)[H])[H])([H])[H])(O[H])O[H])(F)(F)F,['-83.07'],"[['13', '14', '15']]",CDCl3
C(C(C(C(C(C(C(OC([H])([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])=O)(F)(F)F,['-80.2'],"[['7', '8', '9']]",CDCl3
C(C(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])(C(=C(OC(C([H])([H])[H])([H])[H])[H])[H])(C(F)(F)F)O[H],['-82.87'],"[['12', '13', '14']]",CDCl3
C(C(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])(C(=C(OC(C([H])([H])[H])([H])[H])[H])[H])(C(F)(F)[H])O[H],"['-131.88', '-129.74']","[['14'], ['13']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(F)F)[H])[H])[H])Cl)[H],['-89.78'],"[['15', '16']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(F)F)[H])[H])Cl)[H])[H],['-89.24'],"[['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(F)F)[H])[H])Br)[H])[H],['-89.5'],"[['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(F)F)[H])[H])OC([H])([H])[H])[H])[H],['-87.32'],"[['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(F)F)[H])[H])C([H])([H])[H])[H])[H],['-88.68'],"[['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(F)F)[H])[H])N(=O)=O)[H])[H],['-90.82'],"[['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(F)F)[H])[H])F)[H])[H],"['-111.56', '-88.1']","[['16'], ['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])Cl)[H])[H])(F)F)[H])[H])Cl)[H])[H],['-89.06'],"[['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])Br)[H])[H])(F)F)[H])[H])Br)[H])[H],['-89.55'],"[['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])F)[H])[H])(F)F)[H])[H])F)[H])[H],"['-111.12', '-86.79']","[['16', '17'], ['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])C([H])([H])[H])[H])[H])(F)F)[H])[H])C([H])([H])[H])[H])[H],['-88.05'],"[['14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])C(F)(F)F)[H])[H])[H])(F)F)[H])[H])[H])C(F)(F)F)[H],"['-90.05', '-63.3']","[['14', '15'], ['18', '19', '20', '21', '22', '23']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])Br)[H])[H])[H])(F)F)[H])[H])[H])Br)[H],['-90.11'],"[['14', '15']]",CDCl3
C(C(F)(F)C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(F)(F)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H],['-112.37'],"[['3', '4', '5', '6']]",CDCl3
C(C(F)(F)C1=C(C(=C(C(=C1[H])[H])[H])Br)[H])(F)(F)C2=C(C(=C(C(=C2[H])Br)[H])[H])[H],['-111.79'],"[['3', '4', '5', '6']]",CDCl3
C(C(F)(F)C1=C(C(=C(C(=C1[H])[H])Br)[H])[H])(F)(F)C2=C(C(=C(C(=C2[H])[H])Br)[H])[H],['-112.31'],"[['3', '4', '5', '6']]",CDCl3
C(C(F)(F)C1=C(C(=C(C(=C1Cl)[H])[H])[H])[H])(F)(F)C2=C(C(=C(C(=C2Cl)[H])[H])[H])[H],['-107.34'],"[['3', '4', '5', '6']]",CDCl3
C(C(F)(F)C1=C(C(=C(C(=C1[H])[H])Cl)[H])[H])(F)(F)C2=C(C(=C(C(=C2[H])[H])Cl)[H])[H],['-112.15'],"[['3', '4', '5', '6']]",CDCl3
C(C(F)(F)C1=C(C(=C(C(=C1[H])[H])F)[H])[H])(F)(F)C2=C(C(=C(C(=C2[H])[H])F)[H])[H],"['-111.61', '-109.46']","[['3', '4', '5', '6'], ['19', '20']]",CDCl3
C(C(F)(F)C1=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])[H])(F)(F)C2=C(C(=C(C(=C2[H])[H])C([H])([H])[H])[H])[H],['-111.84'],"[['3', '4', '5', '6']]",CDCl3
C(C(F)(F)C1=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])[H])[H])(F)(F)C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H],['-111.49'],"[['3', '4', '5', '6']]",CDCl3
C1(=C(C(=C(C(=C1S(C(F)(F)[H])(=NC(C([H])([H])[H])=O)=O)[H])[H])[H])[H])[H],"['-122.6', '-115.5']","[['10'], ['9']]",CDCl3
C1(=C(C(=C(C(=C1S(C(F)(F)[H])(=N[H])=O)[H])[H])[H])[H])[H],"['-122.5', '-119.5']","[['10'], ['9']]",CDCl3
C1(=C(C(=C(C(=C1S(C(F)(Cl)[H])(=NC(C([H])([H])[H])=O)=O)[H])[H])[H])[H])[H],['-139.2'],[['9']],CDCl3
C1(=C(C(=C(C(=C1S(C(F)(Cl)[H])(=N[H])=O)[H])[H])[H])[H])[H],['-130.5'],[['9']],CDCl3
N1(C(=C(C(=N1)[H])[H])[H])C(Br)(F)F,['-32.6'],"[['8', '9']]",CDCl3
N1=C(N=C(N1C(F)(F)Br)[H])[H],['-34.2'],"[['7', '8']]",CDCl3
N1=C(N(C(=N1)[H])C(F)(F)Br)[H],['-27.92'],"[['7', '8']]",Unreported
C=1(N(C(=C(N1)[H])[H])C(F)(F)F)[H],['-56.4'],"[['7', '8', '9']]",CDCl3
N1=C(C(=C(N1C(F)(F)F)[H])[H])[H],['-60.7'],"[['7', '8', '9']]",CDCl3
N1=C(N=C(N1C(F)(F)F)[H])[H],['-60.37'],"[['7', '8', '9']]",CDCl3
N1=C(N=C(N1C(F)(F)[H])[H])[H],['-95.41'],"[['7', '9']]",CDCl3
C1(=S)N(C(=C(N1C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])C(F)(F)F,['-59.3'],"[['12', '13', '14']]",Unreported
S1C(=C(C(=C1OC(C(=C([H])[H])[H])([H])[H])C(F)(F)F)[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H],['-57.0'],"[['8', '9', '10']]",CDCl3
S1C(=C(C(C1=O)(C(F)(F)F)C(C(=C([H])[H])[H])([H])[H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H],['-69.7'],"[['8', '9', '10']]",CDCl3
[O-][N+](C(C(F)(F)F)(C(F)(F)F)[H])=O,['-72.7'],"[['7', '8', '9', '10', '11', '13']]",Unreported
C(C(C(=O)F)([H])[N+]([O-])=O)(F)(F)F,"['-71.2', '37.5']","[['5', '6', '7'], ['12']]",Unreported
[O-][N+](C(C(=C(C(F)(F)OS(=O)(=O)F)F)F)(F)F)=O,"['-155.1', '-92.6', '-74.6', '47.5']","[['13', '16'], ['11', '12'], ['14', '15'], ['9']]",Unreported
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(=C([H])[H])C(F)([H])[H],['-212.7'],[['10']],CDCl3
C1(=C(C(=C(C(=C1[H])[H])Br)[H])[H])C(=C([H])[H])C(F)([H])[H],['-212.3'],[['10']],CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(C(F)(F)S(=O)(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(C([H])([H])[H])O[H],['-105.3'],"[['10', '12']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(C(F)(F)S(=O)(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=C([H])[H],['-97.7'],"[['9', '11']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(=C([H])[H])C(F)(F)[H],['-113.2'],"[['10', '11']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(=C([H])[H])C(F)(F)F,['-64.8'],"[['10', '11', '12']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])Br)[H])[H])C(=C([H])[H])C(F)(F)F,['-64.9'],"[['10', '11', '12']]",CDCl3
C1(C(N(O1)C(C(F)(F)F)(F)F)(F)F)(F)F,"['-113.0', '-86.0', '-85.5']","[['11', '12'], ['7', '8', '13', '14', '15'], ['9', '10']]",CDCl3
C(C(=O)[O-])(C(F)(F)F)(C(F)(F)F)F.[Na+],"['-175.28', '-75.67']","[['4'], ['8', '9', '10', '11', '12', '13']]",H2O
FC(C(C(OOC(C(C(F)(F)F)(F)C(F)(F)F)=O)=O)(F)C(F)(F)F)(F)F,"['-186.59', '-76.95']","[['13', '14'], ['1', '10', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26']]",dibutylmethylamine
C(C(C(OOC(C(C(F)(F)F)(F)F)=O)=O)(F)F)(F)(F)F,"['-119.8', '-83.4']","[['11', '12', '16', '17'], ['13', '14', '15', '18', '19', '20']]",CF2ClCFCl2
C(C(C(C(OOC(C(C(C(F)(F)F)(F)F)(F)F)=O)=O)(F)F)(F)F)(F)(F)F,"['-128.7', '-118.7', '-82.8']","[['13', '19', '20', '21'], ['14', '18', '22', '23'], ['15', '16', '17', '24', '25', '26']]",CF2ClCFCl2
C(C(C(OOC(C(C(F)(F)F)(OC(F)(F)F)OC(F)(F)F)=O)=O)(OC(F)(F)F)OC(F)(F)F)(F)(F)F,"['-78.4', '-55.2']","[['19', '20', '21', '28', '29', '30'], ['22', '23', '24', '25', '26', '27', '31', '32', '33', '34', '35', '36']]",CF2ClCFCl2
C1(C(C(C1(F)F)(C(OOC(C2(C(C(C2(F)F)(F)F)(F)F)F)=O)=O)F)(F)F)(F)F,"['-188.0', '-131.2', '-130.4', '-130.0', '-126.0']","[['8', '22'], ['11', '26'], ['12', '25'], ['10', '14', '24', '28'], ['9', '13', '23', '27']]",CF2ClCFCl2
O(C(C(OOC(C(OC(F)(F)F)(C(F)(F)F)F)=O)=O)(C(F)(F)F)F)C(F)(F)F,"['-144.0', '-78.8', '-53.0']","[['27', '28'], ['18', '19', '20', '21', '22', '23'], ['15', '16', '17', '24', '25', '26']]",CF2ClCFCl2
C(C(C(F)(F)F)(C(C(F)(F)F)(C(F)(F)F)F)F)(F)(F)F,"['-181.32', '-72.86']","[['7', '8'], ['9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']]",dibutylmethylamine
C(C(C(F)(F)F)(C(=O)OC([H])([H])[H])F)(F)(F)F,"['-184.22', '-77.35']","[['11'], ['8', '9', '10', '12', '13', '14']]",dibutylmethylamine
FC(C(C#N)(F)[H])(F)F,"['-203.0', '-77.8']","[['6'], ['1', '7', '8']]",CDCl3
C(C(C(=O)OC(C([H])([H])[H])([H])[H])(F)[H])(F)(F)F,"['-204.0', '-77.0']","[['4'], ['5', '6', '7']]",Unreported
C(C(C(=O)OC([H])([H])[H])(F)[H])(=O)OC([H])([H])[H],['-193.5'],[['4']],Unreported
C(C(C(=O)OC(C([H])([H])[H])([H])[H])(F)[H])(=O)OC(C([H])([H])[H])([H])[H],['-194.0'],[['4']],Unreported
C(C(C(=O)OC([H])([H])[H])(F)C([H])([H])[H])(=O)OC([H])([H])[H],['-155.0'],[['4']],Unreported
C(C(C(=O)OC([H])([H])[H])(F)C(C([H])([H])[H])([H])[H])(=O)OC([H])([H])[H],['-166.5'],[['4']],Unreported
C1(=C(C(=C(C2=C1N(C(C(C(N2[H])=O)(F)[H])=O)[H])[H])[H])[H])[H],['-208.6'],[['14']],Unreported
FS(C([H])(F)F)(=O)=O,"['-120.5', '38.0']","[['5', '6'], ['1']]",Unreported
C1(C(S(=O)(=O)O1)(F)F)(F)F,"['-98.7', '-89.0']","[['7', '8'], ['9', '10']]",neat
FS(C(C(F)(F)OC(C(F)(F)I)(F)F)(F)F)(=O)=O,"['-114.0', '-86.5', '-83.5', '-65.5', '46.5']","[['9', '10'], ['15', '16'], ['11', '12'], ['17', '18'], ['1']]","THF-D8, C4D4O"
C(C(C(C(F)(F)F)(C(F)(F)F)OCl)(F)F)(F)(F)F,"['-116.9', '-81.6', '-69.1']","[['9', '10'], ['6', '7', '8'], ['13', '14', '15', '16', '17', '18']]",neat
C(C(OOC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)(F)F,['-69.6'],"[['9', '10', '11', '12', '13', '14', '15', '16', '17', '20', '21', '22', '23', '24', '25', '26', '27', '28']]",neat
